Package,LibPath,Version,Priority,Built
sfsmisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-1,NA,3.4.0
sgeostat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-27,NA,3.4.0
shiny,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.5,NA,3.4.2
shinyBS,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.61,NA,3.4.0
shinydashboard,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.0
shinyIncubator,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.2,NA,3.4.2
shinyjs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9.1,NA,3.4.1
shinysense,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.2
shinythemes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.0
ShortRead,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.34.2,NA,3.4.1
siggenes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.50.0,NA,3.4.0
SKAT,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.2.1,NA,3.4.1
slam,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-40,NA,3.4.0
slidify,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.2
slidifyLibraries,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.1,NA,3.4.2
smoother,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1,NA,3.4.0
snakecase,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.1,NA,3.4.3
snow,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-2,NA,3.4.0
SnowballC,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.1,NA,3.4.0
sourcetools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6,NA,3.4.0
sp,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-5,NA,3.4.1
spam,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1-1,NA,3.4.1
sparklyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.4,NA,3.4.2
SparseM,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.77,NA,3.4.0
spatial,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-11,recommended,3.4.2
splines,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
sROC,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-2,NA,3.4.0
ssize,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.50.0,NA,3.4.0
ssize.fdr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2,NA,3.4.0
ssizeRNA,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.9,NA,3.4.2
stargazer,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.2,NA,3.4.0
statmod,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.30,NA,3.4.0
stats,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
stats4,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
stepPlr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.92,NA,3.4.0
stringi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.6,NA,3.4.2
stringr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.0
styler,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.3
SummarizedExperiment,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.6.5,NA,3.4.1
SuperLearner,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0-22,NA,3.4.1
survey,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.32-1,NA,3.4.1
survival,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.41-3,recommended,3.4.2
survminer,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.1,NA,3.4.2
survMisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.4,NA,3.4.0
survSNP,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.24,NA,3.4.0
sva,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.24.4,NA,3.4.0
svd,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.1,NA,3.4.2
SVGAnnotation,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.93-1,NA,3.0.0
svglite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.1,NA,3.4.1
tableone,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.1,NA,3.4.0
taxizedb,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6,NA,3.4.2
tcltk,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
TeachingDemos,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.10,NA,3.4.0
testthat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.0,NA,3.4.2
texreg,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.36.23,NA,3.4.0
TH.data,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-8,NA,3.4.0
tibble,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.2,NA,3.4.3
tidyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.2,NA,3.4.2
tidyselect,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.3,NA,3.4.2
tidyshiny,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.2
tidytext,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.5,NA,3.4.2
tidyverse,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.1,NA,3.4.2
timeDate,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3042.101,NA,3.4.2
tokenizers,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.4,NA,3.4.0
tools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
topGO,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.28.0,NA,3.4.0
triebeard,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.0,NA,3.4.0
trimcluster,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-2,NA,3.4.0
TSP,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-5,NA,3.4.0
TTR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.23-2,NA,3.4.1
tweenr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.5,NA,3.4.0
twitteR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.9,NA,3.4.0
TxDb.Hsapiens.UCSC.hg19.knownGene,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.2.2,NA,3.4.2
tximport,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.0,NA,3.4.0
udunits2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.13,NA,3.4.0
units,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5-1,NA,3.4.3
urltools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.6.0,NA,3.4.0
usethis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.3
utf8,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.3,NA,3.4.3
utils,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
uuid,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-2,NA,3.4.0
VariantAnnotation,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.22.3,NA,3.4.0
vcd,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4-4,NA,3.4.2
vdiffr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.1,NA,3.4.2
vegan,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4-5,NA,3.4.3
Vennerable,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.1.0.9000,NA,3.4.2
VGAM,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-4,NA,3.4.1
VIM,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.7.0,NA,3.4.0
vipor,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.5,NA,3.4.0
viridis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.0,NA,3.4.0
viridisLite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.0,NA,3.4.0
visdat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.1
visNetwork,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.1,NA,3.4.1
vsn,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.44.0,NA,3.4.0
WDI,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4,NA,3.4.0
webshot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.0,NA,3.4.3
whisker,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-2,NA,3.4.0
withr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.1.9000,NA,3.4.2
writexl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2,NA,3.4.1
xlsx,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.7,NA,3.4.0
xlsxjars,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.0
XML,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.98-1.9,NA,3.4.1
xml2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.3
xtable,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-2,NA,3.4.0
xts,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10-0,NA,3.4.1
XVector,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.16.0,NA,3.4.0
yaml,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.16,NA,3.4.3
zebrafishRNASeq,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.110.0,NA,3.4.2
Zelig,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.1.5,NA,3.4.2
zip,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
zlibbioc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.22.0,NA,3.4.0
zoo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-0,NA,3.4.0
